station,lat,lon,n,date_min,date_max
21FLHILL_WQX-14431,27.797765826,-82.412124572,227,2010-01-21,2025-07-30
21FLHILL_WQX-14429,27.793337734,-82.4136829,227,2010-01-21,2025-07-30
21FLHILL_WQX-14410,27.778169429,-82.406087408,227,2010-01-21,2025-07-30
21FLHILL_WQX-14421,27.784237313,-82.418995768,227,2010-01-21,2025-07-30
21FLHILL_WQX-14418,27.781601186,-82.416659783,227,2010-01-21,2025-07-30
21FLHILL_WQX-14415,27.7796,-82.412217,227,2010-01-21,2025-07-30
21FLHILL_WQX-14439,27.802772149,-82.426364471,227,2010-01-21,2025-07-30
21FLHILL_WQX-14432,27.7938,-82.42015,227,2010-01-21,2025-07-30
21FLHILL_WQX-14434,27.7764,-82.438733,227,2010-01-21,2025-07-30
21FLHILL_WQX-14426,27.792544169,-82.410870462,226,2010-01-21,2025-07-30
21FLHILL_WQX-14437,27.77895,-82.4232,225,2010-01-21,2025-07-30
21FLGW_WQX-21200,29.68826,-81.74207,225,2010-02-01,2025-03-05
21FLGW_WQX-21380,28.79953,-82.5884,225,2010-01-05,2025-01-08
21FLHILL_WQX-14435,27.772996226,-82.431237367,225,2010-01-21,2025-07-30
21FLHILL_WQX-14420,27.782617,-82.4215,225,2010-01-21,2025-07-30
21FLHILL_WQX-14438,27.77275333,-82.422916054,225,2010-01-21,2025-07-30
21FLCOLL_WQX-GGCAT31,26.168029365,-81.76723388,225,2010-01-13,2025-01-16
21FLSWFD_WQX-23144,28.804952778,-82.1243,225,2010-01-05,2025-03-13
21FLGW_WQX-21201,29.847205,-81.360809,224,2010-02-01,2025-03-05
21FLCOLL_WQX-BC5,26.125411651,-81.770714276,224,2010-01-07,2025-01-16
21FLGW_WQX-3513,28.988548,-82.349844,224,2010-01-05,2025-01-08
21FLCOLL_WQX-GGC@WHITE,26.212844513,-81.655326126,223,2010-01-05,2025-01-08
21FLSJWM_WQX-IRLVMC,27.6491667,-80.4022222,223,2010-01-05,2016-04-05
21FLHILL_WQX-1515,28.014222746,-82.441185904,222,2010-01-06,2025-07-08
21FLSWFD_WQX-23113,28.777097222,-82.109894444,222,2010-01-05,2025-03-13
21FLGW_WQX-3560,28.352453,-82.126144,222,2010-01-06,2025-01-08
21FLGW_WQX-3502,27.32297,-82.47215,222,2010-01-04,2025-01-07
21FLGW_WQX-3569,28.52465,-81.2439,221,2010-01-05,2025-03-06
21FLGW_WQX-3509,28.21445,-82.66593,220,2010-01-05,2025-01-08
21FLCOLL_WQX-LKTRAF8,26.421560001,-81.47842,220,2010-01-28,2024-12-09
21FLCOLL_WQX-GORDONRIV,26.173735485,-81.784345674,219,2010-01-13,2025-01-16
21FLSJWM_WQX-44152,28.074897222,-80.887880556,219,2016-12-08,2025-04-07
21FLMRC_WQX-NL-0000-01,28.820865988,-80.860171,219,2019-10-10,2025-06-28
