station,lat,lon,n,date_min,date_max
21FLCRCP_WQX-GOC008,25.835183301,-80.1092833,130,2019-01-29,2024-06-06
21FLCRCP_WQX-GOC009,25.668217301,-80.098742,130,2019-01-29,2024-06-06
21FLCRCP_WQX-GOC011,25.718830001,-80.10008,130,2019-01-29,2024-06-06
21FLFWC_WQX-325-W,24.541669987,-82.1,130,2015-02-23,2023-05-18
21FLCRCP_WQX-STL162,27.162524001,-80.148663,130,2019-01-18,2024-06-03
21FLDADE_WQX-CD01A,25.610608215,-80.305234694,130,2010-01-07,2024-07-11
21FLSFWM_WQX-17608,26.698022222,-80.807202778,130,2016-07-06,2024-09-16
21FLCRCP_WQX-STL161,27.165308001,-80.163132,130,2019-01-18,2024-06-03
21FLCRCP_WQX-STL163,27.167030001,-80.144117,130,2019-01-18,2024-06-03
21FLCRCP_WQX-STL164,27.171165001,-80.15104,130,2019-01-18,2024-06-03
21FLCRCP_WQX-STL165,27.172980001,-80.14978,130,2019-01-18,2024-06-03
21FLCRCP_WQX-STL166,27.160660001,-80.14328,130,2019-01-18,2024-06-03
21FLCRCP_WQX-STL168,27.122180001,-80.12798,130,2019-01-18,2024-06-03
21FLCRCP_WQX-STL169,27.154020001,-80.14882,130,2019-01-18,2024-06-03
21FLCRCP_WQX-STL170,27.134470001,-80.13192,130,2019-01-18,2024-06-03
21FLDADE_WQX-SK09,25.964228695,-80.310548694,129,2010-01-04,2024-07-08
21FLSFWM_WQX-33067,27.312642487,-81.027344444,129,2019-08-19,2024-09-09
21FLDADE_WQX-MR05,25.78638108,-80.22679151,129,2010-01-05,2024-07-09
21FLDADE_WQX-MI03,25.489303863,-80.363463569,129,2010-01-06,2024-07-10
21FLCRCP_WQX-GOC007,25.846366701,-80.1032333,129,2019-01-29,2024-06-06
21FLSFWM_WQX-10296,27.141300833,-80.846000278,128,2016-07-11,2024-09-17
21FLDADE_WQX-SP04,25.6740799,-80.2840729,128,2010-01-07,2024-07-11
21FLDADE_WQX-BB09,25.871374,-80.1550667,128,2010-04-05,2024-07-08
21FLDADE_WQX-BS01,25.871725309,-80.164833273,128,2010-01-04,2024-07-08
21FLSFWM_WQX-11562,27.138891667,-80.793397222,128,2016-07-11,2024-09-17
21FLSFWM_WQX-11569,26.977683889,-80.709581667,128,2016-07-11,2024-09-17
21FLDADE_WQX-BB17,25.802675,-80.1659703,128,2010-04-06,2024-07-09
21FLFWC_WQX-278-W,24.498619987,-81.81895,128,2015-02-12,2023-06-05
21FLSFWM_WQX-11576,26.957112222,-80.891692222,128,2016-07-11,2024-09-17
21FLDADE_WQX-LR01,25.844860307,-80.173850598,128,2010-01-04,2024-07-09
21FLDADE_WQX-MR08,25.810181846,-80.264144654,128,2010-01-05,2024-07-09
21FLDADE_WQX-BB22,25.7562781,-80.1742698,128,2010-04-06,2024-07-09
