station,lat,lon,n,date_min,date_max
21FLLCPC_WQX-DEADRVDK,28.815620988,-81.759335,104,2010-01-26,2014-11-17
21FLSEAS_WQX-06SEAS619,30.4696666,-86.263833,104,2010-01-14,2017-10-26
21FLSEAS_WQX-10SEAS870,30.2248333,-85.691,103,2010-01-27,2017-10-10
21FLMANA_WQX-TS4,27.396650001,-82.452422,103,2010-01-12,2021-07-29
21FLSEAS_WQX-28SEAS481,29.2245,-83.079833,103,2010-01-11,2017-12-14
21FLSEAS_WQX-10SEAS872,30.2383333,-85.707333,103,2010-01-27,2017-12-11
21FLCOLL_WQX-CORK@846,26.277656001,-81.601238,103,2010-01-06,2016-02-09
21FLMANA_WQX-MR1,27.290166601,-82.2455,102,2010-01-06,2021-08-24
21FLSEAS_WQX-10SEAS400,30.2568333,-85.697333,102,2010-01-27,2017-10-10
21FLLEHI_WQX-WQ SITE 24,26.611009,-81.640007,102,2010-01-06,2024-01-17
21FLDADE_WQX-MR01,25.770035,-80.1915094,101,2010-01-05,2018-12-04
21FLCOLL_WQX-IMKBRN,26.409071004,-81.397870688,101,2010-01-14,2016-02-16
21FLSEAS_WQX-15SEAS091,29.683,-85.237666,101,2010-01-20,2017-12-11
21FLSEAS_WQX-28SEAS247,29.2965,-83.190333,101,2010-01-20,2017-12-06
21FLSEAS_WQX-10SEAS900,30.2533333,-85.664333,100,2010-03-18,2017-09-14
21FLCOLL_WQX-BC3,26.1633,-81.7865,100,2010-01-07,2015-09-22
21FLLCPC_WQX-JOHNSBR,28.54491108,-81.659153372,100,2010-01-26,2014-09-22
21FLLCPC_WQX-LLHARRISSWSH,28.714250001,-81.76952,100,2010-01-26,2014-09-22
21FLSEAS_WQX-22SEAS120,30.0675,-84.341333,100,2010-01-26,2017-12-13
21FLSEAS_WQX-28SEAS410,29.3615,-83.189833,99,2010-01-20,2017-12-27
21FLSEAS_WQX-12SEAS971,30.0505,-85.429666,99,2010-01-06,2017-10-11
CAPECRD_WQX-105,26.73917,-81.9275,99,2010-02-09,2024-01-09
21FLCOLL_WQX-BC2,26.1409,-81.7851,98,2010-01-07,2015-09-22
21FLSARA_WQX-CPS-4,27.211299987,-82.3998,98,2017-10-23,2025-07-07
21FLSARA_WQX-VM-1,27.160499987,-82.3858,98,2017-10-23,2025-07-07
21FLSARA_WQX-CPS-AB,27.234799987,-82.3962,98,2017-10-23,2025-07-07
21FLSEAS_WQX-10SEAS871,30.2353333,-85.696,98,2010-01-27,2017-09-14
21FLDADE_WQX-SP08,25.715151264,-80.382969036,97,2010-01-07,2018-12-06
21FLCOLL_WQX-BC14,26.272691983,-81.778374329,97,2010-01-21,2016-02-18
21FLSEAS_WQX-22SEAS070,30.0615,-84.3473333,97,2010-01-06,2017-09-14
